timestamp,device,sensor,status,voltage_v,pressure_kpa,pkt,rssi_dbm,snr_db,raw_payload,parse_error
2026-07-12T00:59:14,esp32,PR12P210,ok,0.682,4.54,2039,-61,9.75,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.682,""pressure_kpa"":4.54,""pkt"":2039}",
2026-07-12T00:59:16,esp32,PR12P210,ok,0.689,4.74,2040,-60,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.689,""pressure_kpa"":4.74,""pkt"":2040}",
2026-07-12T00:59:17,esp32,PR12P210,ok,0.684,4.59,2041,-61,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.684,""pressure_kpa"":4.59,""pkt"":2041}",
2026-07-12T00:59:18,esp32,PR12P210,ok,0.658,3.94,2042,-61,9.00,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.658,""pressure_kpa"":3.94,""pkt"":2042}",
2026-07-12T00:59:19,esp32,PR12P210,ok,0.684,4.61,2043,-60,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.684,""pressure_kpa"":4.61,""pkt"":2043}",
2026-07-12T00:59:20,esp32,PR12P210,ok,0.687,4.68,2044,-61,9.75,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.687,""pressure_kpa"":4.68,""pkt"":2044}",
2026-07-12T00:59:22,esp32,PR12P210,ok,0.684,4.61,2045,-61,9.25,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.684,""pressure_kpa"":4.61,""pkt"":2045}",
2026-07-12T00:59:23,esp32,PR12P210,ok,0.658,3.95,2046,-61,9.75,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.658,""pressure_kpa"":3.95,""pkt"":2046}",
2026-07-12T00:59:24,esp32,PR12P210,ok,0.675,4.37,2047,-60,9.25,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.675,""pressure_kpa"":4.37,""pkt"":2047}",
2026-07-12T00:59:25,esp32,PR12P210,ok,0.683,4.56,2048,-61,9.75,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.683,""pressure_kpa"":4.56,""pkt"":2048}",
2026-07-12T00:59:26,esp32,PR12P210,ok,0.691,4.76,2049,-60,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.691,""pressure_kpa"":4.76,""pkt"":2049}",
2026-07-12T00:59:28,esp32,PR12P210,ok,0.687,4.67,2050,-61,9.75,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.687,""pressure_kpa"":4.67,""pkt"":2050}",
2026-07-12T00:59:29,esp32,PR12P210,ok,0.672,4.29,2051,-61,9.75,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.672,""pressure_kpa"":4.29,""pkt"":2051}",
2026-07-12T00:59:30,esp32,PR12P210,ok,0.655,3.87,2052,-60,9.75,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.655,""pressure_kpa"":3.87,""pkt"":2052}",
2026-07-12T00:59:31,esp32,PR12P210,ok,0.665,4.12,2053,-60,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.665,""pressure_kpa"":4.12,""pkt"":2053}",
2026-07-12T00:59:32,esp32,PR12P210,ok,0.667,4.18,2054,-60,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.667,""pressure_kpa"":4.18,""pkt"":2054}",
2026-07-12T00:59:33,esp32,PR12P210,ok,0.675,4.38,2055,-59,9.75,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.675,""pressure_kpa"":4.38,""pkt"":2055}",
2026-07-12T00:59:35,esp32,PR12P210,ok,0.68,4.51,2056,-60,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.680,""pressure_kpa"":4.51,""pkt"":2056}",
2026-07-12T00:59:36,esp32,PR12P210,ok,0.68,4.49,2057,-60,9.75,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.680,""pressure_kpa"":4.49,""pkt"":2057}",
2026-07-12T00:59:37,esp32,PR12P210,ok,0.687,4.68,2058,-60,10.00,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.687,""pressure_kpa"":4.68,""pkt"":2058}",
2026-07-12T00:59:38,esp32,PR12P210,ok,0.688,4.71,2059,-60,9.75,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.688,""pressure_kpa"":4.71,""pkt"":2059}",
2026-07-12T00:59:39,esp32,PR12P210,ok,0.679,4.48,2060,-60,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.679,""pressure_kpa"":4.48,""pkt"":2060}",
2026-07-12T00:59:41,esp32,PR12P210,ok,0.679,4.47,2061,-60,10.00,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.679,""pressure_kpa"":4.47,""pkt"":2061}",
2026-07-12T00:59:42,esp32,PR12P210,ok,0.687,4.67,2062,-59,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.687,""pressure_kpa"":4.67,""pkt"":2062}",
2026-07-12T00:59:43,esp32,PR12P210,ok,0.688,4.69,2063,-59,9.75,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.688,""pressure_kpa"":4.69,""pkt"":2063}",
2026-07-12T00:59:44,esp32,PR12P210,ok,0.685,4.61,2064,-60,9.75,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.685,""pressure_kpa"":4.61,""pkt"":2064}",
2026-07-12T00:59:45,esp32,PR12P210,ok,0.685,4.63,2065,-59,9.75,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.685,""pressure_kpa"":4.63,""pkt"":2065}",
2026-07-12T00:59:47,esp32,PR12P210,ok,0.689,4.73,2066,-60,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.689,""pressure_kpa"":4.73,""pkt"":2066}",
2026-07-12T00:59:48,esp32,PR12P210,ok,0.684,4.61,2067,-60,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.684,""pressure_kpa"":4.61,""pkt"":2067}",
2026-07-12T00:59:49,esp32,PR12P210,ok,0.687,4.66,2068,-60,9.25,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.687,""pressure_kpa"":4.66,""pkt"":2068}",
2026-07-12T00:59:50,esp32,PR12P210,ok,0.688,4.7,2069,-60,10.00,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.688,""pressure_kpa"":4.70,""pkt"":2069}",
2026-07-12T00:59:51,esp32,PR12P210,ok,0.681,4.51,2070,-60,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.681,""pressure_kpa"":4.51,""pkt"":2070}",
2026-07-12T00:59:53,esp32,PR12P210,ok,0.687,4.67,2071,-61,9.75,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.687,""pressure_kpa"":4.67,""pkt"":2071}",
2026-07-12T00:59:54,esp32,PR12P210,ok,0.692,4.81,2072,-60,9.75,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.692,""pressure_kpa"":4.81,""pkt"":2072}",
2026-07-12T00:59:55,esp32,PR12P210,ok,0.688,4.7,2073,-60,9.75,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.688,""pressure_kpa"":4.70,""pkt"":2073}",
2026-07-12T00:59:56,esp32,PR12P210,ok,0.673,4.33,2074,-61,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.673,""pressure_kpa"":4.33,""pkt"":2074}",
2026-07-12T00:59:57,esp32,PR12P210,ok,0.684,4.59,2075,-60,9.75,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.684,""pressure_kpa"":4.59,""pkt"":2075}",
2026-07-12T00:59:59,esp32,PR12P210,ok,0.692,4.79,2076,-60,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.692,""pressure_kpa"":4.79,""pkt"":2076}",
2026-07-12T01:00:00,esp32,PR12P210,ok,0.68,4.49,2077,-60,9.25,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.680,""pressure_kpa"":4.49,""pkt"":2077}",
2026-07-12T01:00:01,esp32,PR12P210,ok,0.681,4.53,2078,-60,8.75,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.681,""pressure_kpa"":4.53,""pkt"":2078}",
2026-07-12T01:00:02,esp32,PR12P210,ok,0.689,4.74,2079,-60,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.689,""pressure_kpa"":4.74,""pkt"":2079}",
2026-07-12T01:00:03,esp32,PR12P210,ok,0.667,4.18,2080,-60,9.00,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.667,""pressure_kpa"":4.18,""pkt"":2080}",
2026-07-12T01:00:04,esp32,PR12P210,ok,0.651,3.77,2081,-60,9.75,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.651,""pressure_kpa"":3.77,""pkt"":2081}",
2026-07-12T01:00:06,esp32,PR12P210,ok,0.666,4.16,2082,-60,9.25,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.666,""pressure_kpa"":4.16,""pkt"":2082}",
2026-07-12T01:00:07,esp32,PR12P210,ok,0.676,4.39,2083,-60,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.676,""pressure_kpa"":4.39,""pkt"":2083}",
2026-07-12T01:00:08,,,,,,,-61,5.25,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.679,""pressvre_kpa"":4.4v,!pkt"":2084}","Expecting ',' delimiter: line 1 column 87 (char 86)"
2026-07-12T01:00:09,esp32,PR12P210,ok,0.69,4.74,2085,-60,10.00,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.690,""pressure_kpa"":4.74,""pkt"":2085}",
2026-07-12T01:00:10,esp32,PR12P210,ok,0.691,4.77,2086,-61,9.25,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.691,""pressure_kpa"":4.77,""pkt"":2086}",
2026-07-12T01:00:12,esp32,PR12P210,ok,0.686,4.65,2087,-61,9.25,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.686,""pressure_kpa"":4.65,""pkt"":2087}",
2026-07-12T01:00:13,esp32,PR12P210,ok,0.685,4.63,2088,-60,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.685,""pressure_kpa"":4.63,""pkt"":2088}",
2026-07-12T01:00:14,esp32,PR12P210,ok,0.656,3.89,2089,-61,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.656,""pressure_kpa"":3.89,""pkt"":2089}",
2026-07-12T01:00:15,esp32,PR12P210,ok,0.655,3.86,2090,-61,9.25,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.655,""pressure_kpa"":3.86,""pkt"":2090}",
2026-07-12T01:00:16,esp32,PR12P210,ok,0.665,4.12,2091,-61,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.665,""pressure_kpa"":4.12,""pkt"":2091}",
2026-07-12T01:00:18,esp32,PR12P210,ok,0.68,4.49,2092,-61,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.680,""pressure_kpa"":4.49,""pkt"":2092}",
2026-07-12T01:00:19,esp32,PR12P210,ok,0.679,4.48,2093,-60,9.75,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.679,""pressure_kpa"":4.48,""pkt"":2093}",
2026-07-12T01:00:20,esp32,PR12P210,ok,0.683,4.57,2094,-61,9.75,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.683,""pressure_kpa"":4.57,""pkt"":2094}",
2026-07-12T01:00:21,esp32,PR12P210,ok,0.689,4.72,2095,-60,9.75,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.689,""pressure_kpa"":4.72,""pkt"":2095}",
2026-07-12T01:00:22,esp32,PR12P210,ok,0.689,4.72,2096,-61,9.25,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.689,""pressure_kpa"":4.72,""pkt"":2096}",
2026-07-12T01:00:24,esp32,PR12P210,ok,0.685,4.63,2097,-61,9.25,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.685,""pressure_kpa"":4.63,""pkt"":2097}",
2026-07-12T01:00:25,esp32,PR12P210,ok,0.682,4.55,2098,-60,9.75,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.682,""pressure_kpa"":4.55,""pkt"":2098}",
2026-07-12T01:00:26,esp32,PR12P210,ok,0.658,3.95,2099,-60,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.658,""pressure_kpa"":3.95,""pkt"":2099}",
2026-07-12T01:00:27,esp32,PR12P210,ok,0.671,4.27,2100,-61,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.671,""pressure_kpa"":4.27,""pkt"":2100}",
2026-07-12T01:00:29,,,,,,,-60,5.75,"{""device"":""esp32"",""sensor"":""PR12P²10"",""status"":*ok"",""voltake"":0.690,""pressure_kpa"":4.7<,!pkt"":2109}",Expecting value: line 1 column 48 (char 47)
2026-07-12T01:00:30,esp32,PR12P210,ok,0.689,4.72,2102,-61,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.689,""pressure_kpa"":4.72,""pkt"":2102}",
2026-07-12T01:00:31,esp32,PR12P210,ok,0.687,4.67,2103,-61,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.687,""pressure_kpa"":4.67,""pkt"":2103}",
2026-07-12T01:00:32,esp32,PR12P210,ok,0.682,4.56,2104,-60,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.682,""pressure_kpa"":4.56,""pkt"":2104}",
2026-07-12T01:00:33,esp32,PR12P210,ok,0.661,4.02,2105,-60,10.25,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.661,""pressure_kpa"":4.02,""pkt"":2105}",
2026-07-12T01:00:34,esp32,PR12P210,ok,0.67,4.26,2106,-60,9.75,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.670,""pressure_kpa"":4.26,""pkt"":2106}",
2026-07-12T01:00:35,esp32,PR12P210,ok,0.685,4.64,2107,-60,10.00,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.685,""pressure_kpa"":4.64,""pkt"":2107}",
2026-07-12T01:00:37,esp32,PR12P210,ok,0.692,4.8,2108,-61,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.692,""pressure_kpa"":4.80,""pkt"":2108}",
2026-07-12T01:00:38,esp32,PR12P210,ok,0.693,4.82,2109,-61,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.693,""pressure_kpa"":4.82,""pkt"":2109}",
2026-07-12T01:00:39,esp32,PR12P210,ok,0.688,4.69,2110,-61,9.25,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.688,""pressure_kpa"":4.69,""pkt"":2110}",
2026-07-12T01:00:40,esp32,PR12P210,ok,0.662,4.06,2111,-60,9.25,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.662,""pressure_kpa"":4.06,""pkt"":2111}",
2026-07-12T01:00:42,esp32,PR12P210,ok,0.665,4.12,2112,-60,9.00,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.665,""pressure_kpa"":4.12,""pkt"":2112}",
2026-07-12T01:00:43,esp32,PR12P210,ok,0.679,4.47,2113,-61,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.679,""pressure_kpa"":4.47,""pkt"":2113}",
2026-07-12T01:00:44,esp32,PR12P210,ok,0.696,4.89,2114,-61,9.75,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.696,""pressure_kpa"":4.89,""pkt"":2114}",
2026-07-12T01:00:45,esp32,PR12P210,ok,0.689,4.73,2115,-60,9.25,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.689,""pressure_kpa"":4.73,""pkt"":2115}",
2026-07-12T01:00:46,esp32,PR12P210,ok,0.684,4.6,2116,-60,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.684,""pressure_kpa"":4.60,""pkt"":2116}",
2026-07-12T01:00:48,esp32,PR12P210,ok,0.661,4.03,2117,-60,9.25,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.661,""pressure_kpa"":4.03,""pkt"":2117}",
2026-07-12T01:00:49,esp32,PR12P210,ok,0.679,4.48,2118,-61,9.75,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.679,""pressure_kpa"":4.48,""pkt"":2118}",
2026-07-12T01:00:50,esp32,PR12P210,ok,0.686,4.65,2119,-61,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.686,""pressure_kpa"":4.65,""pkt"":2119}",
2026-07-12T01:00:51,esp32,PR12P210,ok,0.691,4.77,2120,-60,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.691,""pressure_kpa"":4.77,""pkt"":2120}",
2026-07-12T01:00:52,esp32,PR12P210,ok,0.668,4.21,2121,-60,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.668,""pressure_kpa"":4.21,""pkt"":2121}",
2026-07-12T01:00:53,esp32,PR12P210,ok,0.676,4.4,2122,-61,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.676,""pressure_kpa"":4.40,""pkt"":2122}",
2026-07-12T01:00:55,esp32,PR12P210,ok,0.693,4.82,2123,-60,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.693,""pressure_kpa"":4.82,""pkt"":2123}",
2026-07-12T01:00:56,esp32,PR12P210,ok,0.662,4.06,2124,-60,9.75,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.662,""pressure_kpa"":4.06,""pkt"":2124}",
2026-07-12T01:00:57,esp32,PR12P210,ok,0.686,4.65,2125,-61,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.686,""pressure_kpa"":4.65,""pkt"":2125}",
2026-07-12T01:00:58,esp32,PR12P210,ok,0.696,4.9,2126,-60,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.696,""pressure_kpa"":4.90,""pkt"":2126}",
2026-07-12T01:00:59,esp32,PR12P210,ok,0.663,4.09,2127,-60,9.75,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.663,""pressure_kpa"":4.09,""pkt"":2127}",
2026-07-12T01:01:01,esp32,PR12P210,ok,0.683,4.57,2128,-61,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.683,""pressure_kpa"":4.57,""pkt"":2128}",
2026-07-12T01:01:02,esp32,PR12P210,ok,0.689,4.73,2129,-60,9.25,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.689,""pressure_kpa"":4.73,""pkt"":2129}",
2026-07-12T01:01:03,esp32,PR12P210,ok,0.657,3.92,2130,-60,10.00,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.657,""pressure_kpa"":3.92,""pkt"":2130}",
2026-07-12T01:01:04,esp32,PR12P210,ok,0.674,4.34,2131,-61,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.674,""pressure_kpa"":4.34,""pkt"":2131}",
2026-07-12T01:01:05,esp32,PR12P210,ok,0.691,4.77,2132,-60,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.691,""pressure_kpa"":4.77,""pkt"":2132}",
2026-07-12T01:01:07,esp32,PR12P210,ok,0.685,4.62,2133,-60,9.25,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.685,""pressure_kpa"":4.62,""pkt"":2133}",
2026-07-12T01:01:08,esp32,PR12P210,ok,0.659,3.97,2134,-61,9.75,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.659,""pressure_kpa"":3.97,""pkt"":2134}",
2026-07-12T01:01:09,esp32,PR12P210,ok,0.683,4.57,2135,-60,9.75,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.683,""pressure_kpa"":4.57,""pkt"":2135}",
2026-07-12T01:01:10,esp32,PR12P210,ok,0.693,4.82,2136,-60,10.00,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.693,""pressure_kpa"":4.82,""pkt"":2136}",
2026-07-12T01:01:11,esp32,PR12P210,ok,0.683,4.58,2137,-61,9.75,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.683,""pressure_kpa"":4.58,""pkt"":2137}",
2026-07-12T01:01:13,esp32,PR12P210,ok,0.665,4.13,2138,-60,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.665,""pressure_kpa"":4.13,""pkt"":2138}",
2026-07-12T01:01:15,esp32,PR12P210,ok,0.693,4.83,2140,-61,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.693,""pressure_kpa"":4.83,""pkt"":2140}",
2026-07-12T01:01:16,esp32,PR12P210,ok,0.675,4.37,2141,-60,9.00,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.675,""pressure_kpa"":4.37,""pkt"":2141}",
2026-07-12T01:01:17,esp32,PR12P210,ok,0.683,4.58,2142,-61,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.683,""pressure_kpa"":4.58,""pkt"":2142}",
2026-07-12T01:01:19,esp32,PR12P210,ok,0.691,4.76,2143,-60,9.25,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.691,""pressure_kpa"":4.76,""pkt"":2143}",
2026-07-12T01:01:21,esp32,PR12P210,ok,0.688,4.71,2144,-60,9.25,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.688,""pressure_kpa"":4.71,""pkt"":2144}",
2026-07-12T01:01:22,esp32,PR12P210,ok,0.684,4.6,2146,-61,9.25,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.684,""pressure_kpa"":4.60,""pkt"":2146}",
2026-07-12T01:01:24,esp32,PR12P210,ok,0.679,4.47,2147,-60,9.75,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.679,""pressure_kpa"":4.47,""pkt"":2147}",
2026-07-12T01:01:25,esp32,PR12P210,ok,0.676,4.39,2148,-61,9.75,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.676,""pressure_kpa"":4.39,""pkt"":2148}",
2026-07-12T01:01:26,esp32,PR12P210,ok,0.684,4.59,2149,-61,9.75,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.684,""pressure_kpa"":4.59,""pkt"":2149}",
2026-07-12T01:01:27,esp32,PR12P210,ok,0.672,4.29,2150,-60,9.75,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.672,""pressure_kpa"":4.29,""pkt"":2150}",
2026-07-12T01:01:28,esp32,PR12P210,ok,0.692,4.8,2151,-60,9.75,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.692,""pressure_kpa"":4.80,""pkt"":2151}",
2026-07-12T01:01:29,esp32,PR12P210,ok,0.669,4.22,2152,-61,9.25,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.669,""pressure_kpa"":4.22,""pkt"":2152}",
2026-07-12T01:01:31,esp32,PR12P210,ok,0.689,4.73,2153,-60,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.689,""pressure_kpa"":4.73,""pkt"":2153}",
2026-07-12T01:01:32,esp32,PR12P210,ok,0.668,4.2,2154,-61,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.668,""pressure_kpa"":4.20,""pkt"":2154}",
2026-07-12T01:01:33,esp32,PR12P210,ok,0.683,4.59,2155,-61,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.683,""pressure_kpa"":4.59,""pkt"":2155}",
2026-07-12T01:01:34,esp32,PR12P210,ok,0.667,4.17,2156,-61,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.667,""pressure_kpa"":4.17,""pkt"":2156}",
2026-07-12T01:01:35,esp32,PR12P210,ok,0.682,4.56,2157,-60,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.682,""pressure_kpa"":4.56,""pkt"":2157}",
2026-07-12T01:01:36,esp32,PR12P210,ok,0.653,3.82,2158,-61,9.75,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.653,""pressure_kpa"":3.82,""pkt"":2158}",
2026-07-12T01:01:38,esp32,PR12P210,ok,0.682,4.56,2159,-60,9.75,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.682,""pressure_kpa"":4.56,""pkt"":2159}",
2026-07-12T01:01:39,esp32,PR12P210,ok,0.647,3.67,2160,-60,9.75,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.647,""pressure_kpa"":3.67,""pkt"":2160}",
2026-07-12T01:01:40,esp32,PR12P210,ok,0.665,4.11,2161,-60,10.00,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.665,""pressure_kpa"":4.11,""pkt"":2161}",
2026-07-12T01:01:41,esp32,PR12P210,ok,0.677,4.43,2162,-60,9.50,"{""device"":""esp32"",""sensor"":""PR12P210"",""status"":""ok"",""voltage"":0.677,""pressure_kpa"":4.43,""pkt"":2162}",
