timestamp,upper_tank_pct,pressure_kpa,sensor_voltage,sensor_status,lora_rssi,lora_snr,pump_current_a,mains_voltage_v,pump_relay,decision_action,decision_state,decision_reason
2026-07-12T22:51:17.202769,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:51:18.217296,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:51:19.225992,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:51:20.237375,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:51:21.246261,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:51:22.259656,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:51:23.271457,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:51:24.320295,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:51:25.331713,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:51:26.345444,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:51:27.358437,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:51:28.370283,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:51:29.380330,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:51:30.394827,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:51:31.405399,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:51:32.418073,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:51:33.428152,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:51:34.442645,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:51:35.456410,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:51:36.468676,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:51:37.479053,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:51:38.493207,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:51:39.506073,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:51:40.518084,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:51:41.529102,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:51:42.542125,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:51:43.568402,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:51:44.580743,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:51:45.593804,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:51:46.607130,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:51:47.627925,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:51:48.641250,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:51:49.652595,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:51:50.664171,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:51:51.685077,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:51:52.703617,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:51:53.715823,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:51:54.740907,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:51:55.767708,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:51:56.820105,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:51:57.841216,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:51:58.852198,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:51:59.863547,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:00.878441,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:01.889212,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:02.901611,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:03.913429,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:04.922172,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:05.935079,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:06.946922,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:07.957574,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:08.967206,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:09.981450,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:10.992398,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:12.003123,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:13.012025,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:14.024875,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:15.035919,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:16.048771,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:17.057308,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:18.066940,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:19.076569,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:20.089468,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:21.098540,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:22.110674,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:23.119197,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:24.130461,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:25.139066,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:26.151202,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:27.160337,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:28.172397,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:29.181545,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:30.193084,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:31.207898,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:32.218858,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:33.227701,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:34.240072,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:35.248565,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:36.261080,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:37.271754,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:38.283124,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:39.295366,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:40.308783,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:41.319010,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:42.330556,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:43.342748,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:44.355008,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:45.364287,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:46.378042,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:47.387337,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:48.399444,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:49.408831,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:50.420034,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:51.429145,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:52.445013,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:53.455098,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:54.464151,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:55.473755,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:56.482981,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:57.496167,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:58.504519,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:52:59.518248,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:00.527323,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:01.539353,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:02.548321,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:03.560915,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:04.571708,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:05.582585,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:06.608456,,,,,,,,,OFF,HOLD,OFF_LORA_TIMEOUT,"Manual mode active — automation frozen, awaiting operator command"
2026-07-12T22:53:07.624758,,,,,,,,,ON,ON,ON_MANUAL,Manual mode ON
2026-07-12T22:53:08.646564,,,,,,,,,OFF,OFF,OFF_MANUAL,Manual mode OFF
2026-07-12T22:53:09.658674,,,,,,,,,ON,ON,ON_MANUAL,Manual mode ON
2026-07-12T22:53:10.670732,,,,,,,,,OFF,OFF,OFF_MANUAL,Manual mode OFF
2026-07-12T22:53:11.687917,,,,,,,,,ON,ON,ON_MANUAL,Manual mode ON
2026-07-12T22:53:12.700799,,,,,,,,,OFF,OFF,OFF_MANUAL,Manual mode OFF
2026-07-12T22:53:13.713650,,,,,,,,,ON,ON,ON_MANUAL,Manual mode ON
2026-07-12T22:53:14.729086,,,,,,,,,OFF,OFF,OFF_MANUAL,Manual mode OFF
2026-07-12T22:53:15.742276,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:16.752407,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:17.764237,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:18.773684,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:19.782822,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:20.795019,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:21.804590,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:22.816419,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:23.827743,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:24.839668,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:25.849524,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:26.859598,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:27.873868,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:28.885207,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:29.894183,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:30.902731,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:31.914186,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:32.923509,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:33.935757,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:34.945636,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:35.954388,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:36.965215,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:37.974637,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:38.988314,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:39.997569,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:41.224632,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:42.232653,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:43.243747,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:44.253719,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:45.262550,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:46.274924,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:47.284396,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:48.296329,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:49.307757,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:50.319367,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:51.329851,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:52.340322,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:53.351086,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:54.362339,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:55.373429,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:56.382109,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:57.393859,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:58.413287,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:53:59.423668,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:00.431648,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:01.444385,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:02.454201,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:03.468947,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:04.477306,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:05.485964,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:06.496253,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:07.506899,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:08.518486,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:09.528690,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:10.540506,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:11.549195,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:12.561416,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:13.588063,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:14.600287,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:15.609821,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:16.623037,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:17.635357,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:18.645485,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:19.655573,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:20.664794,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:21.676042,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:22.685024,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:23.695994,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:24.704858,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:25.717598,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:26.731306,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:27.744915,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:28.755826,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:29.768235,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:30.779389,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:31.788989,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:32.799368,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:33.810445,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:34.823803,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:35.832515,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:36.843944,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:37.853309,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:38.865225,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:39.875307,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:40.886384,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:41.896888,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:42.908827,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:43.918798,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:44.930507,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:45.942671,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:46.954050,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:47.965212,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:48.974673,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:49.985818,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:50.999693,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:52.010860,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:53.019952,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:54.040604,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:55.049999,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:56.062250,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:57.074252,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:58.084515,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:54:59.095751,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:55:00.104168,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:55:01.118748,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:55:02.127502,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:55:03.142231,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:55:04.152122,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:55:05.164484,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:55:06.174959,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:55:07.186751,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
2026-07-12T22:55:08.197679,,,,,,,,,OFF,OFF,OFF_LORA_TIMEOUT,No valid LoRa packet received yet
